video_id	label_L0_raw	label_L0	label_L1_subject	label_L1_action	label_L2	label_L3
glLQrEijrKg_000300	playing hammond organ	playing hammond organ	playing synthesizer	hammond organ droning	choir singing	canary calling
70CtvdsGQf4_000002	cat caterwauling	cat caterwauling	dog growling	cat moaning	door creaking	dog baying
eIkUuCRE_0U_000030	reversing beeps	reversing beeps	microwave oven beeping	turn signal clicking	heart monitor beeping	barn swallow calling
9Vj1UPzlrTc_000030	playing harpsichord	playing harpsichord	playing piano	harpsichord music	fast typing	playing darts
QPPapHk6lmU_000384	beat boxing	beat boxing	bird chirping	tongue clicking	drum machine	dinosaurs bellowing
npcdmOfFZis_000050	playing harmonica	playing harmonica	person whistling	person humming	synthesizer music	fox barking
HyqNo624chI_000114	gibbon howling	gibbon howling	person ululating	gibbon screaming	rusty swing squeaking	people babbling
Tr7PDdzq40o_000180	playing harpsichord	playing harpsichord	playing guitar	harpsichord music	music box playing	tractor digging
NRJw5ZZMBnw_000030	lawn mowing	lawn mower	go kart idling	lawn mower revving	helicopter hovering	golf driving
1SJFTbu1abo_000042	canary calling	canary calling	finch singing	canary whistling	dial-up modem noise	woodpecker pecking tree
qEm2BSgblJ8_000101	airplane	airplane flying	helicopter flying	airplane engine idling	train running on tracks	foghorn
7VMWi8xm0NM_000020	gibbon howling	gibbon howling	coyote howling	gibbon coughing	squeaky toy	playing castanets
GlnhrMSrP5c_000014	cat growling	cat growling	dog growling	cat purring	engine sputtering	playing washboard
TZGKriaJKAY_000163	sharpen knife	sharpening knife	sharpening scissors	scraping metal	sawing wood	opening or closing drawers
Qovva-Q5vmM_000216	disc scratching	disc scratching	tape rewinding	disc skipping	sawing wood	playing tennis
puQFxYICkII_000000	playing oboe	playing oboe	playing clarinet	person singing	doorbell chime	hedge trimmer running
UBzbRcWlsKI_000747	cow lowing	cow lowing	bird singing	cow bell ringing	music box playing	helicopter
7rxfucuwC-Q_000360	people eating noodle	people eating	pig eating	people chewing gum	playing with slime	police radio chatter
ohgUAJN2ymk_000083	chinchilla barking	chinchilla barking	guinea pig squeaking	chinchilla squeaking	squeaky toy	playing steelpan
qhvy5UeP_fk_000007	chipmunk chirping	chipmunk chirping	bird chirping	chipmunk squeaking	squeaky toy	beat boxing
d8hPjmvBv5I_000251	disc scratching	disc scratching	cat scratching	disc stuttering	sawing wood	lighting firecrackers
Zook_bGHT3E_000030	playing cello	playing cello	playing viola	cello singing	sawing wood	rope skipping
_Zh3mvd4Ci8_000050	alarm clock ringing	alarm clock ringing	cartoon character speaking	alarm clock rattling	geiger counter clicking	playing zither
i-ywi0EpUtE_000001	gibbon howling	gibbon howling	dog barking	gibbon coughing	squeaky toy	playing sitar
-5CGQGSFGyg_000060	playing electronic organ	playing electronic organ	playing accordion	electronic organ arpeggiating	typing on keyboard	airplane
mZXjs-SYlCA_000005	people giggling	people giggling	monkey chattering	people coughing	squeaky toy	missile launch
iZqemiYznPQ_000454	telephone bell ringing	telephone bell ringing	music box playing	telephone beeping	wind chimes tinkling	machine gun shooting
XVi3kxnZ9h4_000045	yodelling	yodelling	coyote howling	man trilling	flute playing	people humming
29ZWMYIEq3g_000141	sharpen knife	sharpening knife	sawing wood	knife scraping pan	playing a guiro	cat purring
25PvbXDbZO8_000035	otter growling	otter growling	baby bird chirping	otter squeaking	squeaky hinge	cuckoo bird calling
TwucF4h5v3U_000084	missile launch	missile launch	jet engine roaring	rocket engine roaring	blizzard roaring	volcano explosion
Ykv1CiXNXLQ_000134	yodelling	yodelling	bird warbling	woman scatting	playing a theremin	helicopter
BVMzjiOUpZo_000031	penguins braying	penguins braying	geese honking	penguins squawking	bicycle horn honking	playing guiro
h0vsyCyimhY_000155	people eating crisps	people eating crisps	dog eating kibble	crushing leaves	fire crackling	playing bassoon
pL4zRe6Purs_000070	playing flute	playing flute	playing saxophone	beatboxing	scratching record	lawn mowing
Xecb_5XO81Q_000010	dog growling	dog growling	pig grunting	dog snoring	engine sputtering	sea lion barking
egq3Z_2dg7g_000633	playing tympani	playing tympani	playing bass drum	striking tympani	knocking on large wooden door	dog baying
ens9NP4O468_000017	cow lowing	cow lowing	bull bellowing	cow moaning	foghorn blowing	people eating apple
R1RGIgC-xKw_000030	playing banjo	playing banjo	playing guitar	tapping banjo	typing on keyboard	splashing water
AY0jDdFbBZQ_000025	using sewing machines	sewing machine	machine gun firing	sewing machine clattering	rattlesnake rattle	typing on typewriter
aIKqoPShvNs_000070	air horn	air horn	truck horn	air horn beeping	video game sounds	playing acoustic guitar
QayWG1ZPKGE_000012	gibbon howling	gibbon howling	baby crying	gibbon singing	swing squeaking	playing shofar
f1YFrUS19Og_000032	blowtorch igniting	blowtorch igniting	fire extinguisher discharging	blowtorch burning	sandblaster blasting	playing snare drum
gxVhAVNjSU0_000030	driving buses	driving buses	driving trucks	bus engine rumbling	distant thunder rumbling	dog baying
sAMjMyCdGOc_000030	driving motorcycle	driving motorcycle	lawn mower engine running	motorcycle engine idling	clothes dryer tumbling	playing double bass
BHf4pvm-gGM_000030	playing cello	playing cello	playing violin	bowing cello	sawing wood	playing electric guitar
Mt4F5APXeqI_000838	lip smacking	lip smacking	baby suckling	tongue clicking	squeezing slime	sea lion barking
zfWvVJbYaiU_000120	electric shaver, electric razor shaving	electric shaver	hair clipper buzzing	electric shaver vibrating	insect buzzing	goat bleating
6gAQiZDRvXI_000011	magpie calling	magpie calling	jay calling	magpie chirping	squeaky toy squeaking	people sobbing
gItGfthUf8E_000203	playing bass drum	playing bass drum	drum machine playing beat	stomping feet	machine gun firing	chipmunk chirping
pIXtTgeKAbs_000183	baltimore oriole calling	baltimore oriole calling	sparrow chirping	baltimore oriole whistling	bicycle bell	eagle screaming
09pZj6CEvRw_000250	church bell ringing	church bell ringing	ship's bell ringing	church bell tolling	hammering on anvil	playing acoustic guitar
7gTiMEazgmE_000030	playing violin, fiddle	playing violin	woman singing	violin whining	sawing wood	dog growling
9NUBwDtWAmk_000030	playing violin, fiddle	playing violin	playing synthesizer	violin alarm	video game music	parrot talking
0UeEkqkZmvo_000160	playing washboard	playing washboard	playing güiro	shuffling cards	sawing wood	pig oinking
1UXkMZNI5o4_000373	wood thrush calling	wood thrush calling	human whistling	wood thrush chirping	squeaky toy	dog bow-wow
DLbcnJVnyaI_000134	canary calling	canary calling	sparrow chirping	canary whistling	video game sounds	hammering nails
LUfzlkl-Dac_000001	baby crying	baby crying	kitten mewing	baby yawning	alarm siren	playing harpsichord
XA9I4QiBuWQ_000132	playing double bass	playing double bass	playing cello	bowing double bass	whale vocalization	eletric blender running
E6QQRZHrx6s_000030	dog growling	dog growling	bear growling	dog snoring	engine rumbling	thunder
09NfjFeq2cs_000078	francolin calling	francolin calling	rooster crowing	francolin squawking	squeaky toy	playing shofar
-2sOH8XovEE_000484	playing table tennis	playing table tennis	drummers drumming	typing on keyboard	machine gun fire	playing tympani
TGrNNgXVp44_000077	people eating crisps	people eating crisps	dog eating biscuit	snapping celery	walking on dry leaves	electric grinder grinding
7Soo7mXCnq0_000063	airplane flyby	airplane flyby	helicopter flyby	airplane taking off	race car passing	playing piano
CAbXVOWLYps_000030	dog howling	dog howling	wolf howling	dog singing	foghorn blowing	playing vibraphone
VHoOg4twnO0_000060	machine gun shooting	machine gun shooting	laser gun shooting	machine gun backfiring	rivet gun firing	helicopter
CcR1jeBHtCk_000058	snake rattling	snake rattling	maraca shaking	snake hissing	sprinkler spraying	warbler chirping
R1Tzk_uQGJ8_000304	yodelling	yodelling	woman yodeling	man scat singing	ambulance siren	goat bleating
HKhBeY4I830_000009	cat hissing	cat hissing	snake hissing	cat growling	steam escaping	yodelling
OPd0cz1hRqc_000030	car engine knocking	car engine knocking	truck engine knocking	car engine accelerating	propeller plane idling	francolin calling
A6PMpITUNMs_000180	children shouting	children singing	church choir singing	children humming	string orchestra playing	splashing water
kI04KR_InWQ_000000	gibbon howling	gibbon howling	police siren wailing	gibbon screeching	squeaky wheel turning	people shuffling
l7RTgupQWcc_000030	fireworks banging	fireworks banging	machine gun firing	fireworks crackling	fire crackling	elephant trumpeting
qilVdOks5WY_000030	baby laughter	baby laughter	monkey chattering	baby coughing	squeaky toy	helicopter
EqFttu-PgP0_000030	playing clarinet	playing clarinet	playing saxophone	clarinet wailing	bird singing	playing badminton
HiM0cqYAV7Q_000020	lions roaring	lions roaring	bear growling	lions coughing	diesel engine starting	rope skipping
B7WXCogPmmg_000135	playing drum kit	playing drum kit	tap dancing	typing on keyboard	machine gun firing	car passing by
qAOjOLJDHYw_000030	crow cawing	crow cawing	raven croaking	crow squawking	squeaky door	playing flute
AMvZ3ANXNW0_000320	railroad car, train wagon	railroad car	roller coaster rolling	railroad car shaking	crowd stomping	alarm clock ringing
l70yarlcd-I_000029	fire truck siren	fire truck siren	ambulance siren	fire truck engine whining	whale calling	snake hissing
X7RMG1-Srp8_000087	playing table tennis	playing table tennis	typewriter typing	tapping on table	hammering nails	eating with cutlery
kKafEAL6m7A_000236	sharpen knife	sharpening knife	sharpening scissors	knife scraping	scratching vinyl record	lathe spinning
WZLxZKna7xY_000276	hedge trimmer running	hedge trimmer running	chainsaw running	hedge trimmer buzzing	vacuum cleaner running	playing piano
HaLZD-2ppdU_000008	lions growling	lions growling	tiger growling	lions purring	truck engine idling	tap dancing
DZFP5hm7iKg_000195	playing djembe	playing djembe	playing bongo drums	slapping table	basketball dribbling	stream burbling
Y3Iu9Xq-TaU_000453	people slurping	people slurping	pig eating	people gargling	walking in mud	playing timbales
w5qf9O6c20o_000030	playing theremin	playing theremin	woman singing	playing musical saw	air raid siren	spraying water
g6FX9VjYD-w_000030	bird squawking	bird squawking	squeaky toy squeaking	bird chirping	morse code	playing trumpet
TslB1VMKXmM_000010	toilet flushing	toilet flushing	shower running	toilet overflowing	ocean wave crashing	reversing beeps
KQAR_64a35I_000011	lions roaring	lions roaring	bear growling	lions coughing	large engine starting	splashing water
2eDP3jKoUd4_000030	owl hooting	owl hooting	pigeon cooing	owl cooing	blowing across bottle top	francolin calling
3LLKsRSkAbE_000110	subway, metro, underground	subway running	airplane flying	subway rumbling	avalanche rumbling	chinchilla barking
s477WHLPoOU_000000	playing piano	playing piano	playing guitar	typing on keyboard	popping bubble wrap	bird squawking
MON5q_Vvgx8_000062	fox barking	fox barking	dog yelping	fox screeching	squeaky toy	mouse pattering
EsLDe5fYDrs_000080	playing french horn	playing french horn	playing tuba	man humming	whale calling	people slurping
6rpRjYMA3n4_000073	disc scratching	disc scratching	brake squealing	disc grinding	sawing metal	bird wings flapping
qJT2h5uGAC0_000930	male singing	male singing	female singing	male whistling	saxophone playing	people giggling
E7m7feGvswI_000229	people eating noodle	people eating noodles	pig slurping	people drinking soup	sucking through straw	ocean burbling
4RWpCBNrYSM_000174	car engine starting	car engine starting	tractor engine starting	car engine sputtering	generator running	warbler chirping
q3W8UiycXe8_000340	helicopter	helicopter	propeller plane	helicopter engine idling	lawn mower	people shuffling
10aF24rMeu0_000030	reversing beeps	reversing beeps	forklift beeping	truck horn honking	heart monitor beeping	frog croaking
dNK9bD3LNCc_000060	playing banjo	playing mandolin	playing banjo	tapping fingers	sewing machine running	sea lion barking
GjoBV2mf8jo_000080	playing castanets	playing castanets	woodpecker pecking	tapping fingers	geiger counter clicking	stream burbling
fYnJ1cXVezA_000179	playing double bass	playing double bass	playing electric bass	slapping double bass	plucking a large rubber band	wood thrush calling
Ta9R_TuzIUM_000341	driving snowmobile	driving snowmobile	riding jet ski	snowmobile engine running	operating chainsaw	thunder
Ng1LL3S02kI_000048	black capped chickadee calling	black capped chickadee calling	squeaky toy squeaking	black capped chickadee pecking	typing on keyboard	dog barking
ZXDg02kHzPA_000149	playing glockenspiel	playing glockenspiel	playing xylophone	tapping on metal	typewriter typing	dog baying
j7Vej9AOKY0_000031	elephant trumpeting	elephant trumpeting	lion roaring	elephant roaring	train horn	people farting
ObhHyU04C40_000197	people slurping	people slurping	dog drinking	people gargling	stomping in mud	wind chime
Dx13FJh7_tU_000022	owl hooting	owl hooting	wolf howling	owl calling	blowing into bottle	playing guiro
VvEIueKlA2k_000093	black capped chickadee calling	black capped chickadee calling	mouse squeaking	chickadee whistling	squeaky toy	whale calling
CHxOPxrzSfQ_000214	warbler chirping	warbler chirping	person whistling	warbler trilling	squeaky wheel	bull bellowing
f_8Jnw9bU64_000008	magpie calling	magpie calling	puppy whining	magpie chattering	squeaky toy squeaking	raining
H6RE7PjUrjI_000015	playing steel guitar, slide guitar	playing steel guitar	playing synthesizer	steel guitar crying	whale calling	wind noise
17yDXvJTdeo_000603	people slurping	people slurping	dog drinking	people gargling	plunger on toilet	mouse clicking
7u3_Unnj0ZU_000075	dog baying	dog baying	donkey braying	dog howling	blowing horn	playing volleyball
i99_Kgi0WIU_000030	people whispering	people whispering	man whispering	people humming	fabric rustling	cuckoo bird calling
I2S72eajLzw_000030	playing hammond organ	playing hammond organ	orchestra playing	testing hammond organ	rushing water	people belly laughing
Daqv2F6SEmQ_000030	fire truck siren	fire truck siren	ambulance siren	fire truck air horn	saxophone playing	people sobbing
g4E8Tl7dEs8_000338	playing snare drum	playing snare drum	playing bongo drum	snare drum tapping	hammering nails	bird wings flapping
7fRaV39Y-2o_000050	waterfall burbling	waterfall	shower running	waterfall roaring	static noise	rope skipping
YIvbFqkLIgA_000070	parrot talking	parrot talking	baby talking	parrot squawking	squeaky toy	people eating apple
hFkC9DzHoho_000189	playing bassoon	playing bassoon	playing tuba	person humming	cow mooing	playing double bass
IID8ylEYH5o_000062	canary calling	canary calling	crickets chirping	canary chattering	geiger counter clicking	chopping food
y8Yv4pnO7qc_000030	playing trombone	playing trombone	playing trumpet	trombone wailing	opera singing	pumping water
JBTEFp-SiAA_000171	playing tambourine	playing tambourine	shaking maracas	drumming on plastic bucket	shaking a box of nails	dog growling
1CZ-bybGzu4_000030	people crowd	crowd chanting	protesters chanting	crowd clapping	steam engine chugging	owl hooting
pbVP6Z1c4_k_000420	hair dryer drying	hair dryer	vacuum cleaner running	hair dryer whirring	wind blowing	male singing
pnRvEfIkgSA_000013	parrot talking	parrot talking	toddler babbling	parrot whistling	robot beeping	playing drum kit
WF7ugi9ipYw_000120	subway, metro, underground	subway running	roller coaster running	subway braking	jet engine running	playing zither
ooi_oagj_j8_000043	tap dancing	tap dancing	typing on typewriter	stomping on floor	hammering nails	fox barking
dnjPwzmnCbk_000293	black capped chickadee calling	black capped chickadee calling	mouse squeaking	chickadee chattering	squeaky toy	elephant trumpeting
tkq3HREJFi8_000071	playing trumpet	playing trumpet	playing saxophone	trumpet drone	car horn	machine gun shooting
8sDQkl2g4AA_000030	bird chirping, tweeting	bird chirping	squirrel chattering	bird flapping wings	shuffling cards	machine gun shooting
ti2rs-r9r3A_000001	people nose blowing	blowing nose	elephant trumpeting	person sneezing	sawing wood	cat hissing
Wx0Aw9na7Jo_000034	cat hissing	cat hissing	snake hissing	cat growling	letting air out of tire	playing drum kit
QxOuHDxJw_o_000005	snake rattling	snake rattling	cicada buzzing	snake hissing	spray can spraying	using sewing machines
CV3EAozMSzw_000047	parrot talking	parrot talking	baby babbling	parrot squawking	squeaky toy	people marching
5FlNBuS7YgM_000140	playing mandolin	playing mandolin	playing banjo	tapping mandolin	typing on keyboard	warbler chirping
g4xhZgKwiNo_000030	playing acoustic guitar	playing acoustic guitar	playing piano	tapping acoustic guitar	music box playing	frog croaking
_qL20ImF8bE_000014	people giggling	people giggling	monkey chattering	people squealing	squeezing rubber duck	playing bass guitar
lX7W1jwY6-8_000658	slot machine	slot machine	arcade game	slot machine chiming	mobile phone ringing	people slurping
VyGTIJZajCM_000005	snake hissing	snake hissing	cat hissing	snake breathing	spraying aerosol can	people slapping
1nUqhH8bAPk_000030	child singing	child singing	woman singing	child humming	ukulele playing	people eating noodle
waqwL6fKEE4_000120	slot machine	slot machine	pinball machine	slot machine beeping	playing xylophone	tornado roaring
G-tO6Sqyiu4_000030	chicken clucking	chicken clucking	people chattering	chicken scratching	popping bubble wrap	cow lowing
LCFNAzdifzU_000003	people gargling	people gargling	water draining	blowing bubbles	small engine running	eating with cutlery
mxQ37FEFLKY_000030	people whispering	people whispering	man whispering	people breathing	rubbing fabric	playing timpani
cBF73TX0xZk_000030	opening or closing drawers	closing drawers	closing locker	hitting drawers	loading a gun	cat hissing
On8mxembDtg_000550	railroad car, train wagon	railroad car	foghorn	railroad car screeching	air raid siren	people hiccup
MMVkRbIJ8Ms_000000	subway, metro, underground	subway	roller coaster running	subway rumbling	waterfall roaring	driving buses
j50SGKJ0MQI_000160	hedge trimmer running	hedge trimmer running	chainsaw running	hedge trimmer buzzing	electric guitar solo	duck quacking
q1gQRZ3Hi1I_000030	car passing by	car passing by	motorcycle passing by	car accelerating	jet engine roaring	people booing
ZdYth-f68M0_000192	yodelling	yodelling	man yodelling	woman opera singing	ambulance siren	female singing
ncfUAo5uxwk_000012	people booing	people booing	audience cheering	people shouting	waterfall roaring	playing bass drum
52GtuAAT-94_000042	barn swallow calling	barn swallow calling	cricket chirping	barn swallow twittering	whistle blowing	people belly laughing
vJ29SrUu6n4_000036	lions roaring	lion roaring	bear growling	lion grunting	engine sputtering	playing squash
CPVPmzfWJhQ_000020	playing tympani	playing drums	hailstorm	person tap dancing	typewriter typing	splashing water
H_-2X4LNDH0_000001	typing on typewriter	typing on typewriter	typing on computer keyboard	tapping on metal plate	tap dancing	eletric blender running
MMcIAn91Zrc_000005	wind chime	wind chime	small bells ringing	wind chime jingling	ice cubes clinking	people farting
r4BoQxrLtic_000030	crow cawing	crow cawing	duck quacking	crow coughing	wood creaking	playing trumpet
1gWu-9hPzFs_000022	cheetah chirrup	cheetah chirping	bird chirping	cheetah squeaking	squeaky toy	playing hockey
mA1d-1wXTgU_000056	playing trombone	playing trombone	person singing	trombone droning	cow mooing	running electric fan
Wx0Aw9na7Jo_000007	cat hissing	cat hissing	snake hissing	cat growling	air leaking	chicken crowing
zAfVwdU7ARk_000250	beat boxing	beat boxing	drum machine playing	tongue clicking	steam engine chugging	civil defense siren
29MZ0dwOBOM_000112	hedge trimmer running	hedge trimmer running	leaf blower running	hedge trimmer revving	insect buzzing	playing tambourine
r6lXYeXskDA_000014	mynah bird singing	mynah bird singing	parrot talking	mynah bird squawking	squeaky toy	tornado roaring
GO_1gBjIR1c_000030	helicopter	helicopter	drone buzzing	helicopter idling	electric fan	people humming
AlZv9bRtnws_000030	playing bass guitar	playing electric guitar	playing synthesizer	electric guitar strumming	bird chirping	playing hammond organ
VSkdiYt87rg_000030	people sobbing	baby crying	kitten meowing	baby screaming	car alarm	sailing
KxxDWc08nSo_000028	playing guiro	playing guiro	playing washboard	scratching plastic	sawing wood	snake rattling
V4RmD_obUBo_000125	race car, auto racing	race car	jet engine roaring	race car engine revving	rocket engine	playing bongo
rOQt6_E-x_0_000000	people humming	people humming	whale singing	people whistling	violin playing	air horn
qShzBJddv_s_000027	warbler chirping	warbler chirping	mouse squeaking	warbler whistling	wet shoes squeaking	civil defense siren
jxC-0T5lXw4_000250	using sewing machines	using sewing machines	tattoo machine buzzing	sewing machine buzzing	geiger counter clicking	sea lion barking
T834Iasgjs4_000336	playing erhu	playing erhu	playing violin	erhu singing	woman singing	playing flute
eFwVC47pOig_000100	playing piano	playing piano	playing organ	piano key clicking	typing on keyboard	cat purring
U95UReP4mdo_000030	rowboat, canoe, kayak rowing	kayak rowing	person swimming	kayak hitting waves	sawing wood	vacuum cleaner cleaning floors
WFV3FUlTzas_000061	missile launch	missile launch	rocket launch	missile engine roaring	geyser erupting	playing synthesizer
6jNme_qT8VU_000290	using sewing machines	sewing machine running	electric drill drilling	sewing machine vibrating	geiger counter clicking	mouse clicking
PtXXQg3DpcI_000264	playing cornet	playing cornet	woman singing	cornet alarm sounding	car horn playing	playing zither
T9dKp1EN4p8_000030	playing didgeridoo	playing didgeridoo	man humming	didgeridoo droning	gargling water	metronome
4ZJrKmDGdA4_000140	people sneezing	people sneezing	dog barking	people shouting	air brake	stream burbling
UfkehxAd_M4_000040	people babbling	baby babbling	kitten meowing	baby coughing	bubbles popping	people farting
NynrI4Tm9zo_000052	playing timbales	playing timbales	playing bongos	tapping on drums	hammering nails	playing bass guitar
HOm3GkVl8D8_000040	chinchilla barking	chinchilla barking	chick chirping	chinchilla squeaking	styrofoam rubbing	people running
VWTGBdK9VK8_000009	sea lion barking	sea lion barking	lion roaring	sea lion growling	revving engine	playing congas
Sx3WV9GSOmc_000060	playing cello	playing cello	playing violin	man singing	sawing wood	wind rustling leaves
aEYwqY-Zt_k_000011	donkey, ass braying	donkey braying	goose honking	donkey groaning	two-man saw cutting	driving snowmobile
4dVhbo5rq7w_000212	playing djembe	playing djembe	playing bongos	slapping chest	chopping vegetables	snake hissing
I1NE3H6soBU_000300	chicken crowing	chicken crowing	dog barking	turkey clucking	engine sputtering	playing darts
bhA-HX-Z8h8_000200	subway, metro, underground	subway	bus accelerating	subway rumbling	rocket engine firing	car engine idling
O4XYhK_tQnk_000028	playing violin, fiddle	playing violin	canary singing	whistling	sawing wood	cap gun shooting
0XDEooC1h7s_000000	cow lowing	cow lowing	bull bellowing	cow moaning	foghorn blowing	cricket chirping
0U9_6RyH3_M_000030	mouse squeaking	mouse squeaking	bird chirping	mouse chittering	wet shoes squeaking	sea waves
iiAWiz5IGMw_000425	sharpen knife	sharpening knife	sharpening scissors	filing metal	playing a guiro	baby crying
51nfpGY_AJk_000080	people whistling	people whistling	bird singing	people humming	squeaky toy	door slamming
idPIRRspMp0_000121	playing castanets	playing castanets	horse clopping	tapping fingers	turn signal ticking	firing muskets
hAukn8dWZ2M_000030	people sniggering	people sniggering	monkey chattering	people coughing	small engine sputtering	raining
gg_wdPHtU7Y_000001	hair dryer drying	hair dryer	vacuum cleaner	hair dryer whining	fire roaring	scuba diving
guD3o7aspko_000030	people sniggering	people sniggering	pig oinking	people snoring	engine sputtering	air conditioning noise
HIT2YWOALto_000002	dinosaurs bellowing	dinosaurs bellowing	lion roaring	dinosaurs roaring	chainsaw starting	playing zither
70SeDyvtqi8_000205	eletric blender running	electric blender running	vacuum cleaner running	blender whirring	air raid siren	lions roaring
126AbihZt28_000009	horse clip-clop	horse clip-clop	person walking	horse trotting	knocking on wooden door	duck quacking
2Wk4Y3_dMuc_000440	opening or closing drawers	closing drawers	sliding door closing	person pushing box	cocking a shotgun	people whistling
qSSEMouWssA_000043	playing djembe	playing djembe	playing bongo	slapping table	knocking on wooden door	foghorn
AA0N8XMqx9s_000030	rowboat, canoe, kayak rowing	kayak rowing	person swimming	scooping water	mopping floor	people giggling
hhnMBQ3Zgws_000000	people gargling	people gargling	turkey gobbling	blowing bubbles	outboard motor running	civil defense siren
hv-gJtaC_uo_000302	electric shaver, electric razor shaving	electric shaver	hair clipper buzzing	electric shaver vibrating	insect buzzing	playing french horn
jzaDcRQkQEA_000089	parrot talking	parrot talking	person whistling	parrot whistling	squeaky toy	people burping
8_vWCyWokX0_000079	driving snowmobile	driving snowmobile	operating chainsaw	snowmobile engine revving	using circular saw	chinchilla barking
3X9dtfeV1mQ_000040	playing saxophone	playing saxophone	playing trumpet	saxophone wailing	electric guitar solo	playing harp
BXoTkN2Frl4_000118	playing trombone	playing trombone	playing saxophone	man humming	clown horn honking	fox barking
x-t8155hXt4_000080	cat purring	cat purring	person snoring	cat growling	engine idling	car engine starting
Ke1oAMn5aXE_000060	ocean burbling	ocean burbling	waterfall crashing	ocean roaring	heavy machinery running	playing steelpan
kxTwZeZxuvo_000099	fly, housefly buzzing	housefly buzzing	bee buzzing	housefly flying	electric razor buzzing	pig oinking
DKH0HIZP284_000070	playing cymbal	playing cymbal	blacksmith hammering	banging on pots and pans	machine gun firing	orchestra
2TprtMP1RDo_000030	people whispering	people whispering	wind whispering	people breathing	air leaking	playing zither
r3h6brMAl5w_000239	popping popcorn	popping popcorn	fire crackling	machine hammering	firecrackers exploding	church bell ringing
O7-ggV4SQRs_000030	helicopter	helicopter	robot transforming	helicopter malfunctioning	gears grinding	cow lowing
1_0T2ZIjWnw_000031	playing violin, fiddle	playing violin	playing accordion	whistling a tune	filing metal	air conditioning noise
COhPkkb8I0c_000096	cat growling	cat growling	dog growling	cat purring	engine idling	missile launch
8_rFjamYo1Y_000022	bathroom ventilation fan running	bathroom ventilation fan running	air conditioner running	bathroom ventilation fan humming	airplane cabin noise	sliding door
gseikrqMhAY_000029	owl hooting	owl hooting	pigeon cooing	owl clucking	blowing into bottle	child singing
JDBu-3VCyWc_000110	playing accordion	playing clarinet	woman singing	clarinet wailing	person snoring	duck quacking
_4rolMIFkgQ_000030	dog bow-wow	dog barking	lion roaring	dog coughing	knocking on door	ocean burbling
usAbPEHJsdI_000080	fireworks banging	fireworks banging	cannon firing	fireworks exploding	thunder clap	train horning
JdBTLOZo3dA_000180	playing violin, fiddle	playing violin	playing cello	whistling a tune	sawing wood	reversing beeps
Bi9gmCJNqDE_000030	playing french horn	playing french horn	playing trumpet	french horn solo	ice cream truck music	alarm clock ringing
YP9bqVB-sVg_000030	people babbling	baby babbling	kitten mewing	baby cooing	bubbles popping	alarm clock ringing
55L7peYRB_Q_000120	using sewing machines	using sewing machines	tattoo machine buzzing	sewing machine clattering	woodpecker pecking	playing darts
DFf71XYDX3g_000016	chipmunk chirping	chipmunk chirping	bird chirping	chipmunk coughing	geiger counter clicking	dog howling
qVvAWkoLOz0_000108	playing snare drum	playing snare drum	machine gun firing	tapping on desk	typing on keyboard	playing vibraphone
LvpgSdHLuCY_000320	baby laughter	baby laughter	monkey chattering	baby coughing	squeezing rubber duck	duck quacking
ryskM4LGrtk_000530	playing tambourine	playing tambourine	sleigh bells ringing	tambourine rattling	keys jangling	sliding door
2INpPpv4NRg_000560	using sewing machines	using sewing machines	electric typewriter typing	sewing machine clattering	geiger counter clicking	cheetah chirrup
ez50pKMB62U_000422	lip smacking	lip smacking	dog licking	chewing gum	playing with slime	opening or closing car electric windows
ezUkPETm6cs_000030	driving motorcycle	driving motorcycle	driving car	motorcycle idling	heavy machinery running	playing piano
KqsNyXIEIwg_000030	motorboat, speedboat acceleration	motorboat accelerating	race car accelerating	motorboat engine roaring	circular saw cutting	chopping wood
XgDKqGfheRE_000030	playing bass guitar	playing bass guitar	playing electric guitar	slapping bass guitar	typing on keyboard	cuckoo bird calling
CljO1-A89-g_000030	people crowd	cheering	dogs barking	people stomping	machine gun firing	cuckoo bird calling
Ytblri7hn-0_000031	people eating noodle	people eating noodle	pig eating slop	people drinking through straw	water draining	playing acoustic guitar
DcMUa81JfBE_000032	dog baying	dog baying	goose honking	dog coughing	horn honking	playing hammond organ
mPU9j7icxs0_000123	electric shaver, electric razor shaving	electric shaver	drone hovering	electric shaver humming	insects buzzing	people whispering
HrPnGYGrvm0_000100	playing banjo	playing banjo	playing ukulele	tapping on banjo	using a ratchet	electric grinder grinding
StmGbhL9dgQ_000064	dog baying	dog baying	seal barking	dog coughing	machine gun fire	playing oboe
_bAVmK7n0fs_000130	male speech, man speaking	man speaking	dog panting	man hyperventilating	sawing wood	eagle screaming
QJDLZ53UsLk_000320	car passing by	car passing by	motorcycle passing by	car accelerating	jet engine	elk bugling
LaUs2LAnO1w_000123	playing castanets	playing castanets	rattlesnake rattling	typing on keyboard	sprinkler sound	chainsawing trees
gpO6rllg_84_000000	playing congas	playing congas	playing bongos	slapping table	typewriter typing	underwater bubbling
R6hwadNOJcg_000052	playing oboe	playing oboe	playing clarinet	tuning oboe	playing synthesizer	alarm clock ringing
7j8DS1YoQwQ_000169	tap dancing	tap dancing	horse galloping	drumming on table	machine gun fire	fox barking
0F04c_rY4aw_000000	dog howling	dog howling	wolf howling	dog whining	ambulance siren	raining
mxH5Ueh1fYo_000536	playing steel guitar, slide guitar	playing steel guitar	playing banjo	scratching guitar strings	sharpening a knife	playing drum kit
